Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Clinton,Mukilteo,12:30,12:33,12:50,05/07/2024,
Kitsap,Mukilteo,Clinton,13:00,13:06,13:21,05/07/2024,
Kitsap,Clinton,Mukilteo,13:30,13:39,13:53,05/07/2024,
Kitsap,Mukilteo,Clinton,14:05,14:10,14:23,05/07/2024,
Kitsap,Clinton,Mukilteo,14:35,14:36,14:49,05/07/2024,
Kitsap,Mukilteo,Clinton,15:05,15:05,15:18,05/07/2024,
Kitsap,Clinton,Mukilteo,15:35,15:36,15:49,05/07/2024,
Kitsap,Mukilteo,Clinton,16:05,16:05,16:19,05/07/2024,
Kitsap,Clinton,Mukilteo,16:35,16:35,16:49,05/07/2024,
Kitsap,Mukilteo,Clinton,17:10,17:10,17:23,05/07/2024,
Kitsap,Clinton,Mukilteo,17:35,17:40,17:53,05/07/2024,
Kitsap,Mukilteo,Clinton,18:10,18:10,18:23,05/07/2024,
Kitsap,Clinton,Mukilteo,18:35,18:37,18:50,05/07/2024,
Kitsap,Mukilteo,Clinton,19:05,19:05,19:18,05/07/2024,
Kitsap,Clinton,Mukilteo,19:35,19:35,19:48,05/07/2024,
Kitsap,Mukilteo,Clinton,20:05,20:06,20:21,05/07/2024,
