Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Kingston,Edmonds,10:20,10:21,10:44,04/25/2024,
Kaleetan,Edmonds,Kingston,11:05,11:11,11:34,04/25/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:19,04/25/2024,
Kaleetan,Edmonds,Kingston,12:40,12:48,13:10,04/25/2024,
Kaleetan,Kingston,Edmonds,13:30,13:41,14:04,04/25/2024,
Kaleetan,Edmonds,Kingston,14:25,14:32,14:53,04/25/2024,
Kaleetan,Kingston,Edmonds,15:10,15:15,15:39,04/25/2024,
Kaleetan,Edmonds,Kingston,15:55,15:59,16:23,04/25/2024,
Kaleetan,Kingston,Edmonds,16:40,16:54,17:16,04/25/2024,
Kaleetan,Edmonds,Kingston,17:25,17:40,18:02,04/25/2024,
Kaleetan,Kingston,,18:10,18:28,00:00,04/25/2024,
Kaleetan,Kingston,Edmonds,19:00,20:00,20:22,04/25/2024,
Kaleetan,Edmonds,,19:40,19:14,00:00,04/25/2024,
Kaleetan,Kingston,Edmonds,21:40,21:40,22:03,04/25/2024,
Kaleetan,Edmonds,Kingston,22:25,22:25,22:48,04/25/2024,
Kaleetan,Kingston,Edmonds,23:10,23:10,23:33,04/25/2024,
Kaleetan,Edmonds,Kingston,23:45,23:45,00:08,04/25/2024,
Kaleetan,Kingston,Edmonds,04:45,04:48,05:10,04/26/2024,
Kaleetan,Edmonds,Kingston,05:35,05:37,05:59,04/26/2024,
Kaleetan,Kingston,Edmonds,06:25,06:27,06:51,04/26/2024,
Kaleetan,Edmonds,Kingston,07:10,07:15,07:37,04/26/2024,
Kaleetan,Kingston,Edmonds,07:55,08:01,08:23,04/26/2024,
Kaleetan,Edmonds,Kingston,08:50,08:52,09:13,04/26/2024,
Kaleetan,Kingston,Edmonds,09:35,09:37,10:03,04/26/2024,
Kaleetan,Edmonds,Kingston,10:20,10:26,10:47,04/26/2024,
Kaleetan,Kingston,Edmonds,11:05,11:10,11:33,04/26/2024,
Kaleetan,Edmonds,Kingston,11:55,12:01,12:22,04/26/2024,
Kaleetan,Kingston,Edmonds,12:45,12:49,13:12,04/26/2024,
Kaleetan,Edmonds,Kingston,13:35,13:36,13:57,04/26/2024,
Kaleetan,Kingston,Edmonds,14:30,14:29,14:52,04/26/2024,
Kaleetan,Edmonds,Kingston,15:15,15:17,15:45,04/26/2024,
Kaleetan,Kingston,Edmonds,16:00,16:04,16:27,04/26/2024,
Kaleetan,Edmonds,Kingston,16:45,16:51,17:13,04/26/2024,
Kaleetan,Kingston,Edmonds,17:30,17:33,17:57,04/26/2024,
Kaleetan,Edmonds,Kingston,18:15,18:20,18:43,04/26/2024,
Kaleetan,Kingston,Edmonds,19:00,19:00,19:23,04/26/2024,
Kaleetan,Edmonds,Kingston,19:40,19:41,20:04,04/26/2024,
Kaleetan,Kingston,Edmonds,20:20,20:21,20:43,04/26/2024,
Kaleetan,Edmonds,Kingston,21:05,21:06,21:28,04/26/2024,
Kaleetan,Kingston,Edmonds,21:40,21:40,22:03,04/26/2024,
Kaleetan,Edmonds,Kingston,22:25,22:25,22:47,04/26/2024,
Kaleetan,Kingston,Edmonds,23:10,23:10,23:33,04/26/2024,
Kaleetan,Edmonds,Kingston,23:45,23:45,00:08,04/26/2024,
Kaleetan,Kingston,Edmonds,05:30,05:30,05:51,04/27/2024,
Kaleetan,Edmonds,Kingston,06:15,06:17,06:40,04/27/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:24,04/27/2024,
Kaleetan,Edmonds,Kingston,07:55,07:56,08:19,04/27/2024,
Kaleetan,Kingston,Edmonds,08:40,08:43,09:05,04/27/2024,
Kaleetan,Edmonds,Kingston,09:35,09:37,10:00,04/27/2024,
Kaleetan,Kingston,Edmonds,10:20,10:20,10:42,04/27/2024,
Kaleetan,Edmonds,Kingston,11:05,11:08,11:31,04/27/2024,
Kaleetan,Kingston,Edmonds,11:55,11:55,12:18,04/27/2024,
Kaleetan,Edmonds,Kingston,12:40,12:44,13:07,04/27/2024,
Kaleetan,Kingston,Edmonds,13:30,13:34,13:56,04/27/2024,
Kaleetan,Edmonds,Kingston,14:25,14:26,14:48,04/27/2024,
Kaleetan,Kingston,Edmonds,15:10,15:12,15:34,04/27/2024,
Kaleetan,Edmonds,Kingston,15:55,15:57,16:19,04/27/2024,
Kaleetan,Kingston,Edmonds,16:40,16:41,17:04,04/27/2024,
Kaleetan,Edmonds,Kingston,17:25,17:31,17:53,04/27/2024,
Kaleetan,Kingston,Edmonds,18:10,18:14,18:37,04/27/2024,
Kaleetan,Edmonds,Kingston,19:00,19:02,19:28,04/27/2024,
Kaleetan,Kingston,Edmonds,19:45,19:50,20:12,04/27/2024,
Kaleetan,Edmonds,Kingston,20:30,20:30,20:51,04/27/2024,
Kaleetan,Kingston,Edmonds,21:10,21:11,21:33,04/27/2024,
Kaleetan,Edmonds,Kingston,21:50,21:51,22:13,04/27/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:24,04/28/2024,
Kaleetan,Edmonds,Kingston,07:55,07:55,08:20,04/28/2024,
Kaleetan,Kingston,Edmonds,08:40,08:41,09:04,04/28/2024,
Kaleetan,Edmonds,Kingston,09:35,09:35,09:59,04/28/2024,
Kaleetan,Kingston,Edmonds,10:20,10:21,10:43,04/28/2024,
Kaleetan,Edmonds,Kingston,11:05,11:09,11:33,04/28/2024,
Kaleetan,Kingston,Edmonds,11:55,11:55,12:17,04/28/2024,
Kaleetan,Edmonds,Kingston,12:40,12:42,13:05,04/28/2024,
Kaleetan,Kingston,Edmonds,13:30,13:30,13:53,04/28/2024,
Kaleetan,Edmonds,Kingston,14:25,14:28,14:51,04/28/2024,
Kaleetan,Kingston,Edmonds,15:10,15:14,15:42,04/28/2024,
Kaleetan,Edmonds,Kingston,15:55,15:59,16:23,04/28/2024,
Kaleetan,Kingston,Edmonds,16:40,16:44,17:08,04/28/2024,
