Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Colman,Bainbridge,07:55,08:00,08:33,04/27/2024,
Tacoma,Bainbridge,Colman,08:45,08:49,09:19,04/27/2024,
Tacoma,Colman,Bainbridge,09:35,09:38,10:15,04/27/2024,
Tacoma,Bainbridge,Colman,10:25,10:33,11:04,04/27/2024,
Tacoma,Colman,Bainbridge,11:25,11:29,12:04,04/27/2024,
Tacoma,Bainbridge,Colman,12:20,12:24,12:54,04/27/2024,
Tacoma,Colman,Bainbridge,13:15,13:17,14:02,04/27/2024,
Tacoma,Bainbridge,Colman,14:10,14:27,14:58,04/27/2024,
Tacoma,Colman,Bainbridge,15:05,15:22,15:58,04/27/2024,
Tacoma,Bainbridge,Colman,15:55,16:24,16:56,04/27/2024,
Tacoma,Colman,Bainbridge,16:45,17:21,17:53,04/27/2024,
Tacoma,Bainbridge,Colman,17:35,18:18,18:51,04/27/2024,
Tacoma,Colman,Bainbridge,18:25,19:13,19:44,04/27/2024,
Tacoma,Bainbridge,Colman,20:10,21:46,22:19,04/27/2024,
Tacoma,Colman,Bainbridge,22:40,22:45,23:17,04/27/2024,
Tacoma,Bainbridge,Colman,00:00,00:22,00:54,04/28/2024,
Tacoma,Colman,Bainbridge,00:45,01:03,01:35,04/28/2024,
Tacoma,Bainbridge,Colman,01:25,01:41,02:14,04/28/2024,
Tacoma,Colman,Bainbridge,02:10,02:23,02:54,04/28/2024,
Tacoma,Bainbridge,Colman,05:20,05:21,05:52,04/28/2024,
Tacoma,Colman,Bainbridge,06:10,06:11,06:43,04/28/2024,
Tacoma,Bainbridge,Colman,07:05,07:06,07:36,04/28/2024,
Tacoma,Colman,Bainbridge,07:55,07:56,08:30,04/28/2024,
Tacoma,Bainbridge,Colman,08:45,08:47,09:19,04/28/2024,
Tacoma,Colman,Bainbridge,09:35,09:37,10:12,04/28/2024,
Tacoma,Bainbridge,Colman,10:25,10:34,11:05,04/28/2024,
Tacoma,Colman,Bainbridge,11:25,11:32,12:07,04/28/2024,
Tacoma,Bainbridge,Colman,12:20,12:29,12:59,04/28/2024,
Tacoma,Colman,Bainbridge,13:15,13:19,14:03,04/28/2024,
Tacoma,Bainbridge,Colman,14:10,14:19,14:52,04/28/2024,
